"Accession","Abundances..Grouped...126.1","Abundances..Grouped...127.1","Abundances..Grouped...128.1","Abundances..Grouped...129.1","Abundances..Grouped...130.1","Abundances..Grouped...131.1","Abundances..Grouped...126.2","Abundances..Grouped...127.2","Abundances..Grouped...128.2","Abundances..Grouped...129.2","Abundances..Grouped...130.2","Abundances..Grouped...131.2","Abundances..Grouped...126.3","Abundances..Grouped...127.3","Abundances..Grouped...128.3","Abundances..Grouped...129.3","Abundances..Grouped...130.3","Abundances..Grouped...131.3"
"Q9GZR7",155.3,122.6,127.9,146.5,102,81,131.6,127.7,117.2,100.3,127.9,104.5,121.2,107.1,119.6,127.2,93.8,62.2
"Q9GZS1",95.8,45,112.8,140.6,149.5,56.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9GZT8",101.3,72,260.1,105.7,90.3,140.5,138.2,75,91.5,97.9,96.1,202.5,132.1,108,106.5,116.9,175.4,NA
"Q9GZU7",162.4,67.4,72.4,130.1,149.7,103.4,169.9,NA,115.7,144.4,170,NA,245.5,154,68.5,93.5,115.4,NA
"Q9GZZ1",113.2,116.2,71.3,72,74.1,153.1,84.2,102.7,77.5,88,83.4,164.2,100.8,101.5,91.5,102.3,96.4,132.9
"Q9GZZ9",45.8,139.8,58.8,75.1,65,215.5,64,144.7,57.2,62.2,72.6,199.3,42.2,155.2,57.3,67.3,68.4,209.6
"Q9H008",123.2,121.7,133.7,131.6,195.3,50.2,122.4,86.7,104.9,108.1,117.2,121.7,91.4,77.3,161.9,145.6,123.9,NA
"Q9H019",406.8,NA,NA,NA,193.2,NA,NA,NA,NA,NA,NA,NA,138.4,NA,129.1,204.1,128.4,NA
"Q9H061",151.2,75.7,106.6,164.7,101.8,NA,NA,NA,NA,NA,NA,NA,171.7,195.9,89.9,142.4,NA,NA
"Q9H074",108.6,14,174.6,149.3,153.5,NA,137.1,NA,192.2,119.5,151.2,NA,NA,NA,NA,NA,NA,NA
"Q9H078",83.2,108,74.6,141.3,142.6,100.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H089",NA,NA,NA,NA,NA,NA,114.5,112.1,106.2,111,126.4,29.7,74.7,83.1,46,125,102.2,169
"Q9H098",129.9,99.4,105,153.4,109,59.6,151.6,118.3,109.3,118.6,94.3,128.7,128.4,94.7,182.9,142.5,88.2,85.7
"Q9H0A0",176.5,81.1,93.3,128.6,116.8,218.9,136.2,88.8,89.8,104.9,108.6,149.1,136.7,114.4,72.2,90.1,107.8,175.4
"Q9H0C8",144.3,76.2,83.1,108.6,107.7,158.8,138.5,78.8,80,118.9,95.3,239.7,152.4,97.4,76.3,78.3,67.8,127.8
"Q9H0D6",90.4,95.4,94.7,131.7,116.2,131.2,96.2,87.3,77.9,153.1,152.8,141.6,57.4,65.7,114,129.3,170.2,249.8
"Q9H0E2",163.1,137.4,127.2,131.6,123.1,NA,135.5,127.7,139.2,123.6,151.4,139.3,123.2,79.4,137.9,100.6,101.3,126
"Q9H0E9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4,NA,170.7,158.4,190.5,NA
"Q9H0F6",81,110.7,149.1,187,72.2,NA,NA,NA,NA,NA,NA,NA,60.1,144,112.7,100.5,70.5,203.4
"Q9H0F7",268.1,NA,97.9,119,115.1,NA,NA,NA,216,184.3,199.8,NA,252.3,NA,87.8,147.4,112.5,NA
"Q9H0J9",72.5,133.3,39.3,49.7,52.4,252.9,67.6,114.2,39.2,51.9,65.9,261.2,81.8,120.3,69,90.5,91.3,147
"Q9H0N5",83.2,207.6,70.6,378.5,81.5,NA,92.1,156.9,115.1,99,133.1,130.3,345.1,156.8,84.8,91.8,95,81.3
"Q9H0P0",126.5,87.9,131.3,127,127.7,42.8,121.9,88.5,124.7,114,147.9,97.4,122.6,96,156.8,123.5,112.6,146.2
"Q9H0R4",110.1,129.2,101.5,119,106.9,66.6,100.3,121,109.7,132.9,124.1,24,90.3,111.4,117,142.7,138.7,NA
"Q9H0U4",159.9,93.4,119.5,109.1,105.8,81.2,152.2,85.5,116.5,113.9,116,82.4,125.9,104.9,110.1,94.4,98.2,120.9
"Q9H0U6",112.4,NA,169.5,211.9,106.3,NA,NA,NA,NA,NA,NA,NA,172.2,4,145.2,142.9,128.6,7
"Q9H0W9",NA,NA,NA,NA,NA,NA,131.1,37.4,139.2,116.4,133.2,42.7,NA,NA,NA,NA,NA,NA
"Q9H0Z9",NA,600,NA,NA,NA,NA,132.9,56.9,167.5,200.8,136.8,NA,52.7,175,123.3,181.7,93.7,NA
"Q9H171",82.3,98.7,35.7,61.4,70.1,251.7,67.1,139.5,25.5,47.8,86.3,233.8,79.5,89.3,42.8,76.6,94,217.6
"Q9H1B7",119.2,144.7,85.2,58.5,75.5,233.8,NA,NA,NA,NA,NA,NA,160.6,111.1,69.8,36.4,47.1,174.9
"Q9H1E3",88.9,101.6,83.8,97.8,107.5,175.9,81.3,82.1,70.6,115.5,90.7,220,94.2,75.7,104.8,131.5,121.4,109.4
"Q9H1E5",119,114.6,75.2,124.1,152.2,79.8,77.1,92.7,89.1,111.3,296.6,169.7,88.5,105.4,86.3,117.5,142.9,118.7
"Q9H1I8",201.6,57.7,120.3,125.8,94.7,NA,241.8,NA,165,193.3,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H1J1",NA,NA,NA,NA,NA,NA,NA,NA,93.1,41.6,43.3,422,NA,NA,NA,NA,NA,NA
"Q9H1K1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.3,NA,187,176.5,119.2,NA
"Q9H1P3",NA,NA,NA,600,NA,NA,NA,NA,600,NA,NA,NA,209.6,NA,160,121.7,108.7,NA
"Q9H223",149.9,80.4,135,138.9,127.3,62.6,138.3,89.2,133.3,136,147.8,49.6,124.3,140.9,114.4,128.9,170.5,135.1
"Q9H257",NA,NA,NA,NA,NA,NA,62.4,63.8,111.8,152.7,143.4,65.8,NA,NA,NA,NA,NA,NA
"Q9H267",60.4,122.8,111.4,72.8,80.6,152.1,120.4,102.3,117.4,83.8,130.5,91.1,NA,NA,NA,NA,NA,NA
"Q9H269",84.3,190.8,86.8,83,93.9,200,97,114.3,72.9,86.3,97.7,131.8,NA,NA,NA,NA,NA,NA
"Q9H299",103.8,130.1,79.5,76.6,91.2,155.8,99.6,131.7,105.6,89.7,131.3,180.1,90.3,110.9,77.2,83.8,87.1,220.1
"Q9H2D6",64.6,133.3,80.2,64,56.1,201.8,87.4,93.2,98.7,74.5,81.5,164.6,86.2,85.6,134.4,109.7,107,77
"Q9H2G2",117.3,106.9,125.1,152.2,127.6,99.2,116.4,114.1,127.1,109.7,88.7,101.9,97.9,98.6,108.7,96.1,105.8,120.8
"Q9H2J4",92.7,NA,125.8,285.8,95.7,NA,139.7,91.1,62.2,92.1,130.2,84.7,NA,NA,NA,NA,NA,NA
"Q9H2K0",91.8,182.1,80.9,95.6,104.8,89.7,94.9,167.2,88.9,108,90.6,75.5,76,104,176.4,262.7,141.8,NA
"Q9H2K8",116.5,91.5,117.2,105.6,107.9,98.7,111.2,98.6,150.5,101,101.8,129.1,93.9,100.4,110.2,104.7,115.5,141.6
"Q9H2M9",72,117.3,105.6,86.3,103.6,115.3,100.2,105.2,108,129.5,107.3,134.4,132.6,69.9,132,105.7,100,119.8
"Q9H2P0",113.7,102.6,81.1,86.3,147.6,68.7,NA,NA,NA,NA,NA,NA,NA,NA,199,183.2,217.8,NA
"Q9H2P9",61.8,110.1,51.1,64.6,54.6,257.9,NA,NA,NA,NA,NA,NA,71.7,103.5,68.5,69,69.7,217.6
"Q9H2U1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,75.7,145.2,142.3,136,141.3
"Q9H2U2",111.2,107.5,133.3,119.3,112.8,85.5,100.1,90.4,121.8,136.5,137.5,65.8,129,80.6,144.1,127.4,113.8,50.6
"Q9H2W6",108.8,95,92.8,103.5,108.2,91.7,63.5,143,66.6,256.3,77.1,165.5,76.1,111.6,56.3,113.4,101.6,141
"Q9H2X9",91.7,149.8,104.4,69.4,65.7,119.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H305",88.1,97.1,93.2,88.4,84.9,148.3,83.9,74.8,113.2,82.5,87.3,158.3,84.1,91,109.1,95.9,93.3,126.6
"Q9H307",107.9,79,98.5,130.1,114.2,90.3,105.3,90.2,104.7,122.2,123.5,117.3,136.4,70.1,101.2,118.9,110.1,185.5
"Q9H330",166.5,107.2,106.6,98.4,121.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.6,242.4,NA,NA
"Q9H3G5",103.7,87.3,102,138.9,322.1,57.4,103.7,55.6,101.1,305.4,176.3,10.5,68.4,58.5,133.7,180.5,194.1,10.8
"Q9H3H3",112.2,34.4,107.9,157.9,174.7,25.8,90.3,88.2,80,109.8,108.7,122.9,127.1,25,128.7,146.8,162.7,79.3
"Q9H3N1",115.6,160.6,104,163.4,194.6,126.2,144.1,101.5,125.2,139.2,146.6,146,146.4,116.3,140,133.6,126.3,165
"Q9H3P7",151.5,58.9,139.5,118.9,131.2,NA,162.6,70,133.2,121.2,113,NA,192.9,70.1,101.6,98.5,85.3,51.6
"Q9H3S1",145,54.4,159.5,125.7,115.4,NA,85.3,105.7,85.7,82.2,107.9,133.1,NA,NA,NA,NA,NA,NA
"Q9H3S4",51,72.4,69.7,79.5,72.2,255.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H3S7",138.9,42.9,153.3,110.6,141.8,317.4,160,79.5,125.8,141,91.3,177.6,123.3,91.2,140,108.8,161.8,223.1
"Q9H3U1",128.4,115.5,113.4,86.5,85.2,127.8,121.1,105.9,109.9,94.7,90.7,139.9,137.7,85.5,139.2,170.4,119.8,78.6
"Q9H3U5",197.5,NA,142.7,124.7,135.1,NA,NA,NA,133.6,184,282.4,NA,55.3,70.5,158,136.7,179.4,NA
"Q9H400",111.3,106.1,84.3,134.6,124.6,184.3,163.7,66.3,87,175.8,107.2,NA,82,187.1,131.4,74,117.8,171.5
"Q9H425",174.6,142,129.9,77.2,119.1,154.8,78.8,155.8,84,87,81.7,141,81.5,145.6,138.6,81.6,93.2,155
"Q9H444",129,100.1,86.5,92.6,91.1,161.2,92.9,72.1,93.9,101.8,118.5,169,105.2,80.2,92.2,98.6,100.1,185.3
"Q9H446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.9,80.1,139,121.9,105.1,NA
"Q9H477",154.2,49.2,86.4,133.9,176.4,NA,104.6,55.4,124.2,128.3,133.2,54.4,171.7,65,110.4,104.1,105.5,86.7
"Q9H479",45.2,167.1,202.5,74.1,38,82.1,44.9,182.3,127.7,73.7,43,256.6,64.8,167.7,159.2,55.9,45.6,115.9
"Q9H4A3",112.6,71.9,118.5,112.5,115.4,81.1,126.4,44.9,125.1,105.4,93.1,126.2,142.1,63.4,123.9,106.8,101.7,124.3
"Q9H4A4",102.3,60.1,111.1,128.9,138,119.4,109.7,92.6,118.8,133.7,156.6,116.5,113.7,72.4,118,123.3,143.9,82.8
"Q9H4A6",116.8,NA,173.7,271.1,148,NA,100.3,119.8,156.6,103.3,284.6,106.1,148.7,NA,151.9,169.6,129.7,NA
"Q9H4A9",53.5,123.5,80.8,71.8,94.9,175.4,167.2,120.9,122.1,46.6,48.9,94.3,NA,NA,NA,NA,NA,NA
"Q9H4B7",108.5,151.1,118.7,90.6,111.3,83.6,95.8,148.8,113.5,87.5,114.9,65.8,93.2,133.9,124.3,95.6,121.2,77.6
"Q9H4E7",118.7,94.1,112.1,137.7,128.4,94.7,132.5,91,124.5,142.1,101.7,109.7,159.9,95.9,94.4,142.6,121.1,130.6
"Q9H4G4",78.3,114,105.6,116.5,100,128.4,92.4,101,223.2,108.1,107.3,93.6,49.9,128.8,64.6,214.3,83.6,187.4
"Q9H4L5",322,NA,278,NA,NA,NA,225.6,158.8,219,192.3,211.9,NA,NA,NA,600,NA,NA,NA
"Q9H4M9",151.6,107.6,125.4,117.7,120.7,96.2,139,120.9,131.5,102.8,101.7,34.6,132.4,67.3,137.2,126.4,114.8,66
"Q9H4X1",233,40.7,172.9,88.9,84.8,NA,254.2,42.7,139.8,74.9,88.4,NA,237.8,NA,183.1,92.1,87,NA
"Q9H553",197,94,92.8,103.8,112.3,NA,238.5,NA,140.4,NA,221,NA,NA,210.1,94,153.2,142.6,NA
"Q9H5N1",126.2,94.4,85.8,161,122,52.7,95.2,112,94.4,106.4,106.3,128.5,116.4,148.7,89.8,103.4,89.1,138.2
"Q9H5X1",206,NA,109.7,109.3,174.9,NA,NA,NA,NA,NA,NA,NA,61.6,70.6,170.6,127.9,169.3,NA
"Q9H6F5",68.1,77.4,73.9,72.2,91.8,216.6,71.1,93.9,49.6,71.3,137.7,264.7,NA,NA,NA,NA,NA,NA
"Q9H6K4",126.1,NA,132.4,178,163.5,NA,128.2,NA,151.9,246.1,213.9,NA,114.4,157.7,98.4,154.6,132.1,143.6
"Q9H6Q3",98.1,373.4,84.2,87.4,72.6,110.9,54.7,205.2,64,54.4,49.9,171.9,NA,NA,NA,NA,NA,NA
"Q9H6Q4",67.9,104.2,109.8,153.5,164.5,NA,105.7,129.1,84.6,127.6,104.2,48.8,152.3,66.8,105.2,116.2,134.4,50.1
"Q9H6R4",106.8,128.6,76.9,134.7,152.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H6S0",NA,NA,241.2,358.8,NA,NA,111.1,91.3,369.9,146.4,111.3,NA,238.7,NA,NA,215.2,146.2,NA
"Q9H6T3",NA,NA,NA,NA,NA,NA,93.3,54.6,107.9,124.4,118.5,101.2,NA,NA,NA,NA,NA,NA
"Q9H6Y2",NA,NA,NA,NA,NA,NA,175.5,73,78.3,69.1,68.9,135.2,147.5,105.7,109.3,82.5,109.2,45.8
"Q9H6Z4",107.5,82.7,104.8,98.3,99,256.7,137.6,67.4,89.7,136.4,166.4,372.3,129.9,87.6,88.1,128.7,114.2,260.4
"Q9H773",103.2,86.7,136.6,161.7,155.1,NA,97,151.1,95.2,120.1,136.6,NA,68.1,93,152.5,133.7,152.7,NA
"Q9H7B2",NA,NA,NA,NA,NA,NA,85.3,97.3,78.2,108.3,103.2,127.7,NA,NA,NA,NA,NA,NA
"Q9H7B4",163,66.5,103.4,139.8,127.2,NA,NA,NA,NA,NA,NA,NA,104.1,82,142.8,140.9,130.2,NA
"Q9H7D0",84.2,63,125.2,111.4,93,123.2,240.4,166.5,87.6,NA,105.5,NA,121.9,146,81.9,78.1,126.7,212.6
"Q9H7D7",13.1,291.9,14.4,19,16.8,244.7,50.4,140.2,131.6,95.9,117.1,245.1,48.1,8.3,155.9,263.6,124.2,NA
"Q9H7E9",207,NA,193.7,199.4,NA,NA,109.1,166.5,NA,116.1,208.3,NA,NA,NA,NA,NA,NA,NA
"Q9H7J1",66.1,147.3,85.2,70.2,65.1,166.1,70.1,94.9,98.3,104.1,108.4,186.2,59.6,152.6,87.6,76.8,82.2,141.2
"Q9H7M9",181.6,113.6,150.6,106.1,175.1,41,129.7,141.4,92.9,102.6,103.9,147.3,62.6,243.5,56.5,62.1,69,225.2
"Q9H7N4",156.4,NA,124.8,85.8,233,NA,169.3,NA,185.9,183.5,122.6,NA,NA,NA,261.6,338.4,NA,NA
"Q9H7P6",122.6,NA,134.1,343.3,NA,NA,NA,NA,NA,600,NA,NA,231.4,NA,NA,368.6,NA,NA
"Q9H7Z6",NA,NA,NA,NA,NA,NA,131.8,44.9,113.9,87.7,90.9,130.8,NA,NA,NA,NA,NA,NA
"Q9H7Z7",125.1,129.7,132.1,91.5,117,184.5,94.7,116.6,136.1,110.4,105.8,109,129.5,169.8,150.4,154.6,114.6,254.4
"Q9H814",NA,NA,NA,NA,NA,NA,150.6,89.4,103.7,121.3,93.8,41.2,NA,NA,NA,NA,NA,NA
"Q9H832",109.3,97.6,117.2,95.5,93.3,177.7,113.8,90.2,144.2,141,134.2,100.3,118.4,89.3,99.4,127.4,92.8,145.4
"Q9H840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H845",155,121,136.3,134.1,97.9,43,126,97.5,128.3,126.1,90.7,47,125.5,100.1,107.2,94.6,94.5,78.1
"Q9H875",38.2,76.2,35.4,52.6,48,349.5,101.8,76.9,44,53.8,47.8,275.7,43.1,73,63,57.2,65.1,298.6
"Q9H8E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.5,NA,127.9,77.5,126.1,NA
"Q9H8M2",90.5,200.7,22.9,28,36.2,221.7,76.7,189.8,19.6,29.7,27.4,256.8,81.8,175.9,31.8,31.2,31.1,248.2
"Q9H8M5",129.7,151.2,56.9,65.2,76.7,120.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H8W4",28.1,76.8,123.2,111.6,154.1,106.3,NA,NA,NA,NA,NA,NA,38.8,105.1,100,105.5,98.7,151.9
"Q9H8W5",118,181.7,87.5,77.6,77.2,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H8Y8",51.9,139.2,93.2,81.1,87.9,293.4,98,96.7,119.2,119.1,112.7,108.8,89.9,137.4,91.9,151.9,91.4,204.3
"Q9H910",76.9,118.5,96.6,92.1,85.8,130.1,NA,NA,NA,NA,NA,NA,76.2,98.9,87.1,84.7,90.4,162.8
"Q9H930",NA,NA,NA,NA,NA,NA,129.9,111.2,115.2,111.6,132.2,NA,NA,NA,NA,NA,NA,NA
"Q9H936",87,63,106.8,127.2,158.5,115.1,NA,NA,NA,NA,NA,NA,196.3,NA,NA,212.1,191.7,NA
"Q9H939",104.8,124.7,112.8,131.3,116.2,120.7,85.8,115.4,164.3,103.2,139.2,124.4,95.7,116.1,124.6,109.6,120.8,106.8
"Q9H993",110,119.8,91,98.5,93,175.3,119,102.7,125.4,119.6,133.3,NA,74.8,80.8,70.8,96.4,100.2,176.8
"Q9H9A6",136.5,100.9,110.2,127.1,98.8,110.6,144.3,122.4,115.5,122.4,107.3,63.1,148.8,124,103.5,116.3,112.2,100.1
"Q9H9B4",81.7,104.3,169.7,221.3,95.6,80.5,137.3,143.6,114.2,108.9,113.8,58,99.2,142.3,93.4,98.5,90.3,139
"Q9H9F9",NA,NA,317.6,282.4,NA,NA,122.4,100.4,112.9,117.7,216.8,138.5,225.5,NA,179.3,230.8,108.2,NA
"Q9H9H4",236.6,NA,99.4,122.7,141.3,NA,161.7,113.9,83.5,116,99.4,51.3,129.5,80.5,54.5,89.5,112.2,133.7
"Q9H9J2",102,115.1,77,90.2,78.9,273.7,67.2,107.7,81,60.1,346.5,191,60.5,336.9,36.7,121,112.5,195.6
"Q9H9Q2",83.5,129.9,89,107.2,99.4,91.1,NA,NA,NA,NA,NA,NA,153.7,34.8,135.6,129.9,146,NA
"Q9H9Q4",125.5,101,99.4,119.4,100,54.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H9T3",NA,NA,NA,NA,NA,NA,198.3,NA,186.5,NA,215.2,NA,NA,NA,NA,NA,NA,NA
"Q9H9Y6",NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9HA64",70.7,115.9,90.6,82.5,76,190.4,75.2,111.7,111.6,96.2,100.6,134,69.3,129.9,100.4,99.7,91.9,175.9
"Q9HA65",88.4,101.6,115,123.9,100.1,71,87.6,59.4,80.9,120.7,106.9,144.5,NA,NA,NA,NA,NA,NA
"Q9HA77",195.3,233.9,123.8,107.1,110.4,NA,191.4,98.2,65,70.9,64.8,109.7,102.3,119.6,94.5,101.8,68.6,113.2
"Q9HAB8",102.7,85.2,126.8,101.7,120.5,94.7,113.8,79,153.3,90.3,153.5,139.9,106.1,76.1,150.9,102.7,127,111.8
"Q9HAF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.2,NA,133.9,140.8,124.1,NA
"Q9HAT2",76.9,187.9,99.5,78.9,86.6,87.8,96.1,151.4,117.4,85.4,82.3,112.1,83.1,177.6,104.8,76.4,79.8,117.6
"Q9HAT8",NA,NA,NA,NA,NA,NA,148,NA,104,158,190,NA,NA,NA,NA,NA,NA,NA
"Q9HAU5",159.1,92.1,142.5,135.1,116.8,164.3,73,83.2,95.6,84.3,59.2,348.6,144,3.2,159.8,163.1,129.9,NA
"Q9HAV0",123.5,184.9,91.6,62.3,71,66.7,222.2,177.4,96.5,74.1,160.7,86.4,229.8,NA,169.4,107.7,147,NA
"Q9HAV4",186.4,92.8,80.1,88.3,96.5,55.9,173.2,68.1,69,92,88,109.8,330.6,79.3,NA,98.3,91.8,NA
"Q9HAV7",121.3,100.5,148.5,144.1,113.7,88.6,102,153.6,112.9,89.4,83.9,116.1,135.8,121.9,100.9,101.9,88.5,85
"Q9HB07",122.5,67.5,136.2,102.8,98.1,73,142.6,55.3,151.8,119.9,158,NA,117.4,88.9,109.8,103.9,120.9,59.2
"Q9HB40",175,NA,126.1,170.3,128.6,NA,151,31.8,112.8,143.1,177.2,NA,105.5,93.3,105.6,92.2,104.3,99.2
"Q9HB58",198.9,NA,145.9,78.3,176.8,NA,NA,NA,NA,NA,NA,NA,111.2,109.9,97.3,86.6,106.4,88.6
"Q9HB71",108.7,95.6,153.1,98.8,118.3,143.7,97,145.1,118.1,214.7,124.7,88.8,74.6,127.7,91.4,94.3,96.7,153.7
"Q9HBH0",98.4,159.2,88.3,113.6,75.4,177.1,137.1,166.5,105.2,82.9,104.8,216.8,51.3,217.5,118.7,65.9,56.8,221.6
"Q9HBH5",134.7,NA,109.6,242.4,235.5,NA,124.2,83.5,79.1,114.7,91.4,170.7,256.6,NA,79.9,125.5,138,NA
"Q9HBI0",102.7,81.1,97.3,121.3,149.7,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9HBI1",123.3,29.2,188.5,142.4,120.9,19,105.1,56.3,161.4,129.2,141.8,39.3,117.7,35,173.9,127.3,132.7,53.7
"Q9HBL0",119.1,127.5,113.6,95.8,106.8,91.9,117.9,92.4,119.5,98,103.1,103.6,109.5,111.5,101.1,90,102.1,171.6
"Q9HBL7",101.1,130.8,130.5,98.3,139.3,NA,87.6,131.8,94.1,95.8,93.4,97.3,87.6,146.4,100,100.6,97,137
"Q9HBR0",55.3,159.9,65.5,65.2,67.8,186.3,59.9,141.7,65.7,67.4,76.3,189.1,NA,NA,NA,NA,NA,NA
"Q9HC16",NA,NA,NA,NA,NA,NA,78.5,118,55.7,57,46.1,244.8,53.5,74.5,74.6,130.5,121.4,145.5
"Q9HC35",103.7,85.4,102.5,138.4,110.5,153.4,116,81.8,115.5,112.9,115.4,136.4,NA,NA,NA,NA,NA,NA
"Q9HC52",NA,71.9,NA,73,77.1,378,50.6,36.4,18.4,68.2,66,360.3,78.6,28,41.2,64.1,113.2,274.9
"Q9HC57",NA,NA,NA,NA,NA,NA,222.8,143.3,79.7,80,74.2,NA,NA,NA,NA,NA,NA,NA
"Q9HCC0",132.8,79.6,173.6,93.3,125.8,69.2,165.7,89.4,89.7,89.2,112.5,272.7,143.4,90.1,110.2,128.1,95.8,64.8
"Q9HCD5",74.9,85.2,107,145,127.5,90.6,134.3,111.2,106.7,156.2,153.4,79.2,102.5,107.4,106.9,125,116.7,91.1
"Q9HCE1",NA,NA,NA,NA,NA,NA,124.7,67,90.1,108.7,95.4,114.1,NA,NA,NA,NA,NA,NA
"Q9HCG7",26.8,125.3,163.2,94.8,138.9,51,19.5,201.2,151.6,110.5,117.2,NA,NA,155.6,180.2,186.6,77.7,NA
"Q9HCM2",100.5,117.6,128.1,98.5,83.2,144.3,144,73.2,172.1,107.2,103.5,NA,32,193.3,101.4,82.8,128.3,156.3
"Q9HCN4",62.8,83.4,161.1,129.2,128.5,35,NA,NA,NA,NA,NA,NA,187.2,117.4,23.3,33.6,28.8,209.7
"Q9HCN6",151,62.6,139.6,112.1,80.6,170.8,76,94,192.2,115.5,122.2,NA,143.8,60.8,139.4,86.3,101.4,68.3
"Q9HCN8",40.2,126.1,39.5,61.5,57.4,290.7,58.8,151.1,57.1,63.9,54.3,274.6,54.2,129.8,41.1,54.6,69.1,268.4
"Q9HCS7",50.5,123.6,57.4,73.6,74.2,220.7,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9HCU5",82.4,142.9,82.8,95.7,86.6,109.6,165.8,113.9,109,102,100.5,70.3,75.2,108.1,109.1,128.2,137,84.7
"Q9HD15",145.4,116.9,86.1,140.4,111.2,NA,69.5,95.9,164.9,135,134.6,NA,125.6,81,78.1,95.4,113.4,106.6
"Q9HD20",175.7,94.9,80.8,102.6,94.3,125,106,73.1,108.7,121,125.7,131.1,97.4,78.1,101.3,273.5,109.4,103.6
"Q9HD26",241,66.7,98.9,97.3,96.1,NA,30.3,95.2,32.8,34.9,140.6,266.2,NA,NA,NA,NA,NA,NA
"Q9HD33",152.9,76.8,119.2,145,106.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9HD40",NA,NA,NA,NA,NA,NA,33.6,134,96.5,90.5,111.5,133.9,100.6,142.9,84.9,88.8,106.3,153.2
"Q9HD42",78.2,88.8,137.3,143.1,132.2,170.3,99,88,133.4,99.8,98,166.7,139,105,143.9,125.4,112.9,146.9
"Q9HD45",83.1,143.7,180.5,159.8,146.3,NA,42,163.5,107.3,95.1,115.2,77,68,103.3,69.2,130.9,NA,228.7
"Q9HD89",57.4,69.1,56.9,82.6,261.3,72.7,73.7,66.3,112.1,100,206.6,82.7,54.2,73,58.6,58.7,236.3,119.2
"Q9HDC9",149.1,68.2,179.1,131.6,120.7,167.5,147.4,126.8,131.6,142,137.2,27.6,140.1,81.3,135.9,136.6,221,151.1
"Q9NNW7",NA,NA,NA,NA,NA,NA,NA,NA,265.8,NA,334.2,NA,213.8,111.2,152.9,119,138.2,98.2
"Q9NP58",70.1,203.2,79.1,45,64.7,137.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9NP61",78.8,121.8,89.8,97.8,94.3,117.5,96.2,114.5,112.2,179.7,97.4,NA,76.4,91.7,57.7,156,64.5,153.6
"Q9NP66",141.9,30.3,126.3,166.1,135.4,NA,159.2,47.2,111.9,136.8,124.1,20.8,163,31.5,110.1,147.6,142.4,10.9
"Q9NP72",137.9,76.7,154.4,136.2,123,32.3,147.6,89.3,151.4,120.2,130.3,42.7,146.6,126.7,158.4,107.4,145.4,NA
"Q9NP79",88.9,154.4,134.7,128.1,124.2,63.6,118.4,244.2,115.3,113.5,130.8,NA,91.5,295.7,88.5,121.3,150.8,NA
"Q9NPB8",136.5,92.8,134.4,97.3,127.6,115.7,83.7,70,95.2,101.7,118.6,130.7,161.4,136.9,113.6,96.1,163.9,89
"Q9NPF4",89.8,130.8,74.9,88.9,90.8,124.8,140.7,123.4,74,118.9,143,NA,109.5,149,58.2,95.2,115.2,109.3
"Q9NPH2",50.3,102.7,152.4,151.3,216.1,159.8,88.6,67.4,116.9,99.3,96.5,131.3,67.2,93.9,98.7,127.2,92,121
"Q9NPH3",NA,NA,NA,NA,NA,NA,128.6,71.6,41,92.1,74.2,192.4,NA,NA,NA,NA,NA,NA
"Q9NPJ3",53,137.6,74.8,73.6,72.3,188.6,86.3,103.4,78.5,69.8,72.9,189.1,113.3,89.6,73.8,74.5,106.9,141.9
"Q9NPP4",104.8,NA,117.9,176,201.4,NA,106.3,NA,154.3,151.8,187.6,NA,87.6,NA,148.5,168.2,195.7,NA
